39724813192000,sig1,0.0
39724813314000,sig1,0.0
39724813315000,sig1,0.0
39724813356000,sig1,0.0
39724813380000,sig1,0.0
39724813381000,sig1,0.0
39724813509000,sig1,0.0
39724814168000,sig1,0.0
39724814169000,sig1,0.0
39724814170000,sig1,0.0
39724814172000,sig1,0.0
39724814231000,sig1,0.0
39724814296000,sig1,0.0
39724814297000,sig1,0.0
39724814318000,sig1,0.0
39724814321000,sig1,0.0
39724814348000,sig1,0.0
39724814349000,sig1,0.0
39724814350000,sig1,0.0
39724814351000,sig1,0.0
39724814363000,sig1,0.0
39724814365000,sig1,0.0
39724814395000,sig1,0.0
39724814453000,sig1,0.0
39724814454000,sig1,0.0
39724814464000,sig1,0.0
39724814465000,sig1,0.0
39724814471000,sig1,0.0
39724814472000,sig1,0.0
39724814473000,sig1,0.0
39724814515000,sig1,0.0
39725002409000,sig1,0.0
39725470398000,sig1,0.0
39728408198000,sig1,0.0
39728408199000,sig1,0.0
39728409190000,sig1,0.0
39728410482000,sig1,0.0
39728411474000,sig1,0.0
39728412458000,sig1,0.0
39728414203000,sig1,0.0
39728414204000,sig1,0.0
39728414218000,sig1,0.0
39728414219000,sig1,0.0
39728414221000,sig1,0.0
39728414222000,sig1,0.0
39728414233000,sig1,0.0
39728414260000,sig1,0.0
39728414261000,sig1,0.0
39728414286000,sig1,0.0
39728414299000,sig1,0.0
39728414300000,sig1,0.0
39728414339000,sig1,0.0
39728414340000,sig1,0.0
39728414353000,sig1,0.0
39728414354000,sig1,0.0
39728414449000,sig1,0.0
39728414450000,sig1,0.0
39728414489000,sig1,0.0
39728414490000,sig1,0.0
39728414510000,sig1,0.0
39728414511000,sig1,0.0
39728415203000,sig1,0.0
39728415204000,sig1,0.0
39728415227000,sig1,0.0
39728415228000,sig1,0.0
39728415245000,sig1,0.0
39728415246000,sig1,0.0
39728415293000,sig1,0.0
39728415294000,sig1,0.0
39728415325000,sig1,0.0
39728415326000,sig1,0.0
39728415416000,sig1,0.0
39728415417000,sig1,0.0
39728415455000,sig1,0.0
39728415456000,sig1,0.0
39728415510000,sig1,0.0
39728415521000,sig1,0.0
39732013450000,sig1,0.0
39732014456000,sig1,0.0
